"full_name","class","e","a","i","om","w","ma","per","moid","moid_ld","pha","H","diameter","albedo","rot_per","epoch"
" 12923 Zephyr (1999 GK4)",APO,0.4927,1.962,5.31,168.08,147.21,194.88,1e+03,0.02,7.77,Y,15.80,2.060,0.199,3.893,2461000.5
" 13553 Masaakikoyama (1992 JE)",AMO,0.4636,2.19,5.87,193.44,110.02,94.84,1.18e+03,0.189,73.7,N,16.54,,,58.,2461000.5
" 13651 (1997 BR)",APO,0.3057,1.336,17.25,116.63,133.85,158.08,564,0.0156,6.07,Y,17.89,0.562,0.511,33.644,2461000.5
" 14402 (1991 DB)",AMO,0.4017,1.715,11.41,158.14,51.53,141.06,820,0.102,39.8,N,18.77,0.6,0.14,2.261,2461000.5
" 14827 Hypnos (1986 JK)",APO,0.6643,2.851,1.97,57.73,238.64,103.40,1.76e+03,0.0158,6.14,Y,18.81,0.9,,,2461000.5
" 15745 Yuliya (1991 PM5)",AMO,0.2554,1.72,14.43,132.57,140.63,99.22,824,0.294,114,N,17.41,,,3.2486,2461000.5
" 15817 Lucianotesi (1994 QC)",AMO,0.1181,1.325,13.87,162.46,94.32,238.75,557,0.248,96.3,N,18.47,,,11,2461000.5
" 16064 Davidharvey (1999 RH27)",AMO,0.5893,2.851,4.54,335.53,104.81,125.86,1.76e+03,0.203,79.2,N,16.86,4.106,0.020,178.5,2461000.5
" 16636 (1993 QP)",AMO,0.4679,2.311,7.21,296.77,47.42,66.88,1.28e+03,0.24,93.4,N,18.78,,,19.01,2461000.5
" 16657 (1993 UB)",AMO,0.4607,2.277,24.94,31.19,21.30,111.11,1.25e+03,0.253,98.6,N,16.55,,,,2461000.5
" 16816 (1997 UF9)",APO,0.6037,1.443,25.92,37.14,158.00,323.06,633,0.38,148,N,16.23,,,2.449,2461000.5
" 16834 (1997 WU22)",APO,0.4422,1.468,16.00,260.75,334.40,109.14,650,0.147,57.3,N,15.75,1.87,0.22,9.345,2461000.5
" 16912 Rhiannon (1998 EP8)",AMO,0.2727,1.751,24.52,169.16,221.26,94.78,846,0.321,125,N,17.91,,,,2461000.5
" 16960 (1998 QS52)",APO,0.8591,2.2,17.52,260.15,243.25,69.45,1.19e+03,0.0184,7.14,Y,14.32,,,2.8985,2461000.5
" 17181 (1999 UM3)",APO,0.6740,2.37,10.65,113.56,36.77,23.99,1.33e+03,0.0717,27.9,N,16.77,,,,2461000.5
" 17182 (1999 VU)",APO,0.5534,1.387,9.27,333.48,203.22,267.06,597,0.144,55.9,N,17.14,2.885,0.028,6.61,2461000.5
" 17188 (1999 WC2)",APO,0.6367,2.216,29.45,269.76,287.22,292.04,1.21e+03,0.0632,24.6,N,16.40,1.819,0.147,5.0638,2461000.5
" 17274 (2000 LC16)",AMO,0.5541,2.731,5.57,305.70,21.32,216.83,1.65e+03,0.207,80.7,N,16.87,3.183,0.037,16.495,2461000.5
" 17511 (1992 QN)",APO,0.3587,1.19,9.58,355.88,202.43,314.74,474,0.132,51.5,N,17.32,,,5.9902,2461000.5
" 18106 Blume (2000 NX3)",AMO,0.5120,2.443,4.22,109.17,234.94,215.94,1.39e+03,0.194,75.4,N,17.78,,,,2461000.5
" 18109 (2000 NG11)",AMO,0.3676,1.881,0.81,59.54,319.25,270.31,942,0.191,74.3,N,17.19,,,4.25,2461000.5
" 18172 (2000 QL7)",AMO,0.5110,2.426,17.83,338.42,100.76,206.68,1.38e+03,0.365,142,N,15.69,,,2.37512,2461000.5
" 18736 (1998 NU)",AMO,0.4911,2.35,2.81,297.42,222.90,309.19,1.32e+03,0.207,80.6,N,15.98,,,2.4753,2461000.5
" 18882 (1999 YN4)",AMO,0.2321,1.685,36.81,291.67,242.67,230.13,799,0.431,168,N,16.15,,,2.466,2461000.5
" 19356 (1997 GH3)",AMO,0.5578,2.512,3.01,186.46,334.14,93.24,1.45e+03,0.121,47,N,17.00,0.91,0.34,6.714,2461000.5
" 19764 (2000 NF5)",AMO,0.4447,2.233,1.33,281.38,9.87,224.50,1.22e+03,0.222,86.4,N,16.11,1.572,0.342,59.263,2461000.5
" 20086 (1994 LW)",AMO,0.6287,3.168,21.69,236.77,57.96,186.31,2.06e+03,0.296,115,N,16.68,,,,2461000.5
" 20236 (1998 BZ7)",APO,0.5610,2.033,6.51,111.23,104.56,178.73,1.06e+03,0.0495,19.3,Y,17.70,,,10.182,2461000.5
" 20255 (1998 FX2)",AMO,0.4920,2.151,9.96,180.92,17.53,269.82,1.15e+03,0.101,39.1,N,18.45,,,6.804,2461000.5
" 20425 (1998 VD35)",APO,0.4766,1.565,6.99,227.24,296.32,234.13,715,0.00419,1.63,Y,20.51,,,,2461000.5
" 20429 (1998 YN1)",APO,0.4641,1.556,6.30,61.73,147.70,245.55,709,0.0571,22.2,N,17.73,,,2.718,2461000.5
" 20460 Robwhiteley (1999 LO28)",AMO,0.4118,1.877,33.95,279.99,283.74,136.82,939,0.329,128,N,15.42,2.716,0.199,2.7209,2461000.5
" 20790 (2000 SE45)",AMO,0.5562,2.753,8.30,302.84,168.98,166.47,1.67e+03,0.239,93.2,N,16.64,,,2.792,2461000.5
" 20826 (2000 UV13)",APO,0.6365,2.418,31.93,347.29,198.69,198.24,1.37e+03,0.093,36.2,N,13.85,3.687,0.123,5.313,2461000.5
" 21088 Chelyabinsk (1992 BL2)",AMO,0.2387,1.706,38.46,297.83,27.20,205.19,814,0.306,119,N,14.36,2.793,0.206,11.23,2461000.5
" 21277 (1996 TO5)",AMO,0.5204,2.378,20.95,167.33,250.20,314.31,1.34e+03,0.313,122,N,16.18,,,7.7,2461000.5
" 21374 (1997 WS22)",AMO,0.1207,1.269,23.98,59.19,197.35,4.83,522,0.108,41.9,N,17.45,,,3.405,2461000.5
" 22099 (2000 EX106)",APO,0.2763,1.104,9.85,136.43,186.57,299.82,424,0.168,65.5,N,18.09,0.524,0.444,6.334,2461000.5
" 22753 (1998 WT)",APO,0.5700,1.219,3.21,307.35,324.82,98.30,491,0.0336,13.1,Y,17.68,,,10.24,2461000.5
" 22771 (1999 CU3)",APO,0.5242,1.576,11.40,338.90,305.84,96.21,723,0.0637,24.8,N,16.96,,,3.782,2461000.5
" 23183 (2000 OY21)",AMO,0.4009,1.824,40.98,119.63,301.49,39.12,900,0.256,99.7,N,16.06,1.098,0.640,6.9809,2461000.5
" 23187 (2000 PN9)",APO,0.5894,1.847,51.34,164.28,293.54,324.54,917,0.015,5.82,Y,16.06,,,2.5325,2461000.5
" 23548 (1994 EF2)",AMO,0.5179,2.289,23.44,345.84,124.29,66.97,1.27e+03,0.24,93.3,N,17.28,,,,2461000.5
" 23606 (1996 AS1)",AMO,0.3609,1.751,14.36,296.60,357.66,160.53,846,0.101,39.5,N,18.39,0.866,0.123,,2461000.5
" 23714 (1998 EC3)",AMO,0.5165,2.128,8.44,127.44,129.69,291.10,1.13e+03,0.0789,30.7,N,16.85,,,,2461000.5
" 24443 (2000 OG)",APO,0.8224,2.31,25.74,178.07,231.24,59.64,1.28e+03,0.15,58.5,N,16.42,,,4.069,2461000.5
" 24445 (2000 PM8)",APO,0.5458,2.211,23.77,203.15,219.11,239.33,1.2e+03,0.082,31.9,N,14.71,,,6.811,2461000.5
" 24475 (2000 VN2)",AMO,0.4417,1.975,14.63,76.40,32.70,355.86,1.01e+03,0.151,58.8,N,16.40,,,,2461000.5
" 24761 Ahau (1993 BW2)",APO,0.3058,1.335,21.92,121.04,287.55,141.64,563,0.1,39,N,17.37,,,,2461000.5
" 25143 Itokawa (1998 SF36)",APO,0.2802,1.324,1.62,69.08,162.85,41.26,557,0.0133,5.17,Y,19.26,0.33,,12.132,2461000.5
" 25330 (1999 KV4)",APO,0.3709,1.541,14.33,50.51,86.10,335.29,698,0.173,67.4,N,16.74,3.21,0.052,4.919,2461000.5
" 25916 (2001 CP44)",AMO,0.4998,2.558,15.76,94.64,199.70,282.57,1.49e+03,0.273,106,N,13.77,5.683,0.177,4.6021,2461000.5
" 26166 (1995 QN3)",AMO,0.6445,3.302,14.79,185.70,62.85,37.23,2.19e+03,0.271,105,N,16.79,,,,2461000.5
" 26310 (1998 TX6)",AMO,0.4695,2.139,5.38,210.80,98.91,269.97,1.14e+03,0.155,60.2,N,19.28,,,,2461000.5
" 26379 (1999 HZ1)",APO,0.5763,1.606,8.68,252.10,200.61,73.55,743,0.131,50.9,N,18.20,,,,2461000.5
" 26663 (2000 XK47)",APO,0.4718,1.546,13.53,303.58,231.21,313.91,702,0.0351,13.7,Y,18.17,,,2.572,2461000.5
" 26760 (2001 KP41)",AMO,0.5570,2.854,11.01,146.25,155.14,10.99,1.76e+03,0.26,101,N,15.49,5.400,0.042,5.3,2461000.5
" 26817 (1987 QB)",AMO,0.5937,2.806,3.50,153.16,156.61,60.88,1.72e+03,0.127,49.3,N,19.49,1.172,0.027,,2461000.5
" 27002 (1998 DV9)",APO,0.4335,1.744,8.70,130.33,0.82,14.84,841,0.00233,0.907,Y,18.31,,,,2461000.5
" 27031 (1998 RO4)",AMO,0.4263,2.138,5.36,191.76,111.91,268.64,1.14e+03,0.231,89.9,N,17.89,,,2.42692,2461000.5
" 27346 (2000 DN8)",AMO,0.3990,1.875,36.95,135.18,269.29,88.67,938,0.443,172,N,15.88,1.802,0.256,0.068,2461000.5
" 29075 (1950 DA)",APO,0.5075,1.699,12.15,356.54,224.83,41.32,809,0.0398,15.5,Y,17.28,1.3,0.070,2.1216,2461000.5
" 30825 (1990 TG1)",APO,0.6809,2.436,8.74,205.02,33.67,144.18,1.39e+03,0.07,27.2,N,14.72,,,2.62428,2461000.5
" 30997 (1995 UO5)",APO,0.6431,1.56,36.25,38.62,151.16,48.64,712,0.405,157,N,17.27,,,,2461000.5
" 31210 (1998 BX7)",AMO,0.5020,2.606,8.96,144.87,271.46,251.12,1.54e+03,0.356,139,N,16.40,,,6.379,2461000.5
" 31221 (1998 BP26)",AMO,0.2570,1.723,20.22,331.01,186.79,99.23,826,0.292,113,N,17.23,,,2.407,2461000.5
" 31345 (1998 PG)",AMO,0.3914,2.015,6.50,222.68,156.19,168.69,1.04e+03,0.234,90.9,N,17.62,,,2.5163,2461000.5
" 31346 (1998 PB1)",AMO,0.4295,2.032,5.97,299.68,350.65,164.43,1.06e+03,0.142,55.3,N,17.16,,,2.7358,2461000.5
" 31662 (1999 HP11)",APO,0.5479,1.598,18.82,13.94,312.02,354.16,738,0.125,48.5,N,19.54,,,,2461000.5
" 31669 (1999 JT6)",APO,0.5778,2.137,9.54,78.76,39.11,223.53,1.14e+03,0.000997,0.388,Y,16.09,,,5.807,2461000.5
" 32906 (1994 RH)",AMO,0.4404,2.247,18.94,331.14,92.37,59.71,1.23e+03,0.452,176,N,16.04,,,2.6411,2461000.5
" 33342 (1998 WT24)",ATE,0.4177,0.7187,7.37,81.66,167.52,314.57,223,0.0105,4.07,Y,18.02,0.432,0.654,3.697,2461000.5
" 34613 (2000 UR13)",AMO,0.3858,2.071,6.18,315.13,286.42,272.48,1.09e+03,0.282,110,N,16.09,,,10.87,2461000.5
" 35107 (1991 VH)",APO,0.1437,1.137,13.92,139.31,207.03,65.64,443,0.0271,10.5,Y,16.87,0.929,0.408,2.6236,2461000.5
" 35396 (1997 XF11)",APO,0.4838,1.442,4.10,213.63,103.07,139.72,633,0.000331,0.129,Y,17.01,0.704,0.772,3.259,2461000.5
" 35432 (1998 BG9)",AMO,0.5457,2.501,13.15,115.32,1.60,359.13,1.44e+03,0.152,59.1,N,19.39,,,,2461000.5
" 35670 (1998 SU27)",APO,0.5964,2.122,7.14,271.33,169.87,257.89,1.13e+03,0.0729,28.4,N,19.57,,,,2461000.5
" 36017 (1999 ND43)",AMO,0.3142,1.523,5.55,332.06,52.14,320.33,687,0.0782,30.4,N,19.29,,,5.79,2461000.5
" 36183 (1999 TX16)",AMO,0.3323,1.551,38.22,54.64,311.21,212.53,706,0.135,52.5,N,16.30,2.339,0.089,5.613,2461000.5
" 36236 (1999 VV)",APO,0.4239,1.332,58.04,241.07,19.80,96.82,562,0.231,89.8,N,15.95,,,2.743,2461000.5
" 36284 (2000 DM8)",APO,0.5539,1.484,46.78,323.14,317.98,346.39,661,0.269,105,N,15.04,,,3.844,2461000.5
" 37336 (2001 RM)",AMO,0.4831,2.254,36.67,223.63,118.05,66.06,1.24e+03,0.352,137,N,15.78,,,,2461000.5
" 37638 (1993 VB)",APO,0.5200,1.913,5.08,145.56,323.22,25.57,966,0.00121,0.47,Y,19.28,,,3.5301,2461000.5
" 37655 Illapa (1994 PM)",APO,0.7524,1.478,18.03,139.51,303.92,114.45,656,0.0247,9.6,Y,17.85,,,2.6556,2461000.5
" 38071 (1999 GU3)",AMO,0.5070,2.09,12.73,195.47,8.79,292.66,1.1e+03,0.0316,12.3,Y,19.57,,,216,2461000.5
" 38086 Beowulf (1999 JB)",APO,0.5662,1.42,23.67,165.31,178.96,189.78,618,0.385,150,N,17.35,0.643,0.469,2.4104,2461000.5
" 38091 (1999 JT3)",AMO,0.4011,2.17,9.33,64.82,225.02,69.97,1.17e+03,0.306,119,N,16.30,2.517,0.092,,2461000.5
" 38239 (1999 OR3)",APO,0.5757,2.036,9.40,199.75,28.57,44.78,1.06e+03,0.0547,21.3,N,18.33,,,,2461000.5
" 39557 Gielgud (1992 JG)",AMO,0.4262,2.264,5.55,58.46,240.00,268.05,1.24e+03,0.297,116,N,17.03,,,,2461000.5
" 39565 (1992 SL)",AMO,0.3342,1.642,8.60,0.94,344.77,283.43,768,0.0918,35.7,N,18.46,,,,2461000.5
" 39572 (1993 DQ1)",AMO,0.4928,2.036,10.03,313.50,344.84,341.52,1.06e+03,0.0263,10.2,Y,16.56,1.554,0.184,,2461000.5
" 39796 (1997 TD)",AMO,0.4683,2.251,12.93,158.86,171.09,126.83,1.23e+03,0.188,73.1,N,15.68,2.131,0.205,223.5,2461000.5
" 40263 (1999 FQ5)",AMO,0.1610,1.495,25.84,172.80,198.72,7.53,668,0.257,99.8,N,17.76,0.954,0.177,28,2461000.5
" 40267 (1999 GJ4)",APO,0.8084,1.339,34.48,148.20,211.95,291.00,566,0.156,60.8,N,15.54,1.641,0.214,4.9567,2461000.5
" 40329 (1999 ML)",AMO,0.4550,2.265,2.52,210.90,112.00,255.87,1.24e+03,0.225,87.6,N,17.71,,,47,2461000.5
" 41429 (2000 GE2)",APO,0.5556,1.593,2.17,351.79,297.37,238.87,734,0.0111,4.33,Y,20.66,0.204,0.267,,2461000.5
" 41440 (2000 HZ23)",AMO,0.2114,1.576,15.11,64.03,200.15,304.44,722,0.235,91.5,N,19.88,,,,2461000.5
" 42286 (2001 TN41)",APO,0.3915,1.419,24.08,55.82,150.95,341.80,618,0.112,43.4,N,16.63,,,77.9,2461000.5
" 48603 (1995 BC2)",AMO,0.4297,1.918,5.02,328.21,81.84,251.28,970,0.137,53.3,N,17.82,0.844,0.227,,2461000.5
" 52340 (1992 SY)",APO,0.5479,2.211,8.08,5.23,116.37,338.82,1.2e+03,0.0991,38.6,N,18.09,,,,2461000.5
" 52381 (1993 HA)",AMO,0.1441,1.278,7.73,183.24,263.89,312.06,528,0.168,65.5,N,20.06,,,4.1103,2461000.5
" 52387 Huitzilopochtli (1993 OM7)",AMO,0.1897,1.282,24.15,297.56,195.56,255.97,530,0.0604,23.5,N,17.75,0.890,0.171,26,2461000.5
" 52689 (1998 FF2)",AMO,0.2926,1.562,10.98,4.64,265.22,5.33,713,0.21,81.9,N,19.13,,,,2461000.5
" 52750 (1998 KK17)",APO,0.5249,1.427,11.17,141.31,334.16,98.23,623,0.163,63.3,N,16.67,1.059,0.471,26.43,2461000.5
" 52760 (1998 ML14)",APO,0.6236,2.409,2.43,338.65,20.36,92.55,1.37e+03,0.017,6.6,Y,17.52,1.0,,14.28,2461000.5
" 52761 (1998 MN14)",AMO,0.2243,1.555,19.49,258.97,350.52,64.77,708,0.192,74.6,N,17.96,,,,2461000.5
" 52762 (1998 MT24)",APO,0.6532,2.416,33.87,308.95,254.51,134.20,1.37e+03,0.137,53.4,N,14.81,6.742,0.051,12.08,2461000.5
" 52768 (1998 OR2)",APO,0.5757,2.379,5.88,26.93,174.57,188.66,1.34e+03,0.00584,2.27,Y,16.02,1.75,,4.112,2461000.5
" 53110 (1999 AR7)",AMO,0.2146,1.644,40.63,85.41,58.23,222.42,770,0.409,159,N,16.72,,,2.7375,2461000.5
" 53319 (1999 JM8)",APO,0.6415,2.724,13.84,133.63,166.79,316.53,1.64e+03,0.0262,10.2,Y,15.35,7.,,143.7,2461000.5
" 53409 (1999 LU7)",APO,0.6281,2.101,10.88,206.69,147.75,214.18,1.11e+03,0.0871,33.9,N,18.73,,,,2461000.5
" 53426 (1999 SL5)",APO,0.5397,1.922,22.77,239.04,43.42,315.76,973,0.0283,11,Y,17.19,,,5.03,2461000.5
" 53429 (1999 TF5)",APO,0.6411,2.022,26.78,199.16,64.09,58.72,1.05e+03,0.0505,19.6,N,18.90,,,,2461000.5
" 53430 (1999 TY16)",AMO,0.4032,2.099,60.41,241.92,156.97,219.87,1.11e+03,0.291,113,N,16.66,1.233,0.266,9.5819,2461000.5
" 53435 Leonard (1999 VM40)",AMO,0.4831,2.311,15.35,51.35,354.49,161.59,1.28e+03,0.205,79.9,N,14.73,,,5.189,2461000.5
" 53550 (2000 BF19)",APO,0.4197,1.495,7.18,313.11,325.05,282.74,668,0.0468,18.2,Y,19.06,,,,2461000.5
" 53789 (2000 ED104)",APO,0.2692,1.371,40.78,190.02,218.36,122.59,586,0.0478,18.6,Y,17.35,0.843,0.222,43,2461000.5
" 54071 (2000 GQ146)",AMO,0.1974,1.329,23.44,36.33,128.29,290.17,560,0.124,48.3,N,17.43,,,51,2461000.5
" 54401 (2000 LM)",AMO,0.2623,1.711,18.95,240.84,67.09,113.22,817,0.354,138,N,17.23,1.189,0.181,19.03,2461000.5
" 54509 YORP (2000 PH5)",APO,0.2300,1.006,1.60,278.19,279.00,130.16,368,0.000495,0.193,N,22.66,,,0.2029,2461000.5
" 54660 (2000 UJ1)",AMO,0.2806,1.477,46.69,223.71,158.04,347.01,655,0.0874,34,N,17.92,,,5.44,2461000.5
" 54686 (2001 DU8)",AMO,0.3418,1.777,33.21,161.68,265.93,213.83,865,0.434,169,N,16.61,1.349,0.244,9.958,2461000.5
" 54690 (2001 EB)",AMO,0.2565,1.63,35.36,33.51,99.58,344.61,760,0.411,160,N,17.50,,,,2461000.5
" 54789 (2001 MZ7)",AMO,0.2874,1.776,24.47,130.05,20.05,231.99,864,0.292,114,N,15.08,1.567,0.856,37.57,2461000.5
" 55408 (2001 TC2)",APO,0.2246,1.1,30.39,193.82,353.55,188.25,421,0.147,57.4,N,18.87,0.461,0.342,,2461000.5
" 55532 (2001 WG2)",APO,0.6952,1.795,38.54,81.41,132.37,298.34,878,0.339,132,N,16.13,1.306,0.376,46.08,2461000.5
" 65674 (1988 SM)",AMO,0.3439,1.665,10.95,0.85,313.32,128.20,785,0.132,51.5,N,18.27,,,,2461000.5
" 65679 (1989 UQ)",ATE,0.2645,0.9148,1.30,178.05,15.00,286.53,320,0.014,5.44,Y,19.61,0.918,0.033,7.746,2461000.5
" 65690 (1991 DG)",APO,0.3633,1.428,11.14,180.08,63.41,83.37,623,0.0383,14.9,Y,19.06,,,7.1125,2461000.5
" 65706 (1992 NA)",AMO,0.5552,2.398,9.63,349.17,8.74,343.28,1.36e+03,0.0629,24.5,N,16.57,,,3.4844,2461000.5
" 65717 (1993 BX3)",APO,0.2810,1.395,2.81,174.75,290.98,343.77,602,0.0473,18.4,Y,20.87,,,20.33,2461000.5
" 65733 (1993 PC)",APO,0.4744,1.154,4.14,336.86,168.74,193.85,453,0.066,25.7,N,18.37,,,4.185,2461000.5
" 65803 Didymos (1996 GT)",APO,0.3832,1.643,3.41,72.98,319.59,167.22,769,0.0397,15.4,Y,18.11,0.78,,2.2593,2461000.5
" 65909 (1998 FH12)",APO,0.5397,1.091,3.56,108.59,284.51,182.86,416,0.013,5.05,Y,19.30,,,3,2461000.5
" 65996 (1998 MX5)",AMO,0.6061,2.931,9.56,265.22,57.08,162.29,1.83e+03,0.195,76.1,N,18.49,,,3.399,2461000.5
" 66008 (1998 QH2)",APO,0.3627,1.426,61.01,168.92,14.00,141.74,622,0.0776,30.2,N,15.93,1.484,0.319,7.09,2461000.5
" 66063 (1998 RO1)",ATE,0.7200,0.991,22.69,351.84,151.17,106.32,360,0.0922,35.9,N,18.15,,,2.4924,2461000.5
" 66146 (1998 TU3)",ATE,0.4837,0.7875,5.42,101.88,84.99,74.77,255,0.0738,28.7,N,14.36,2.864,0.224,2.375,2461000.5
" 66251 (1999 GJ2)",AMO,0.1981,1.536,11.28,196.17,142.55,232.35,695,0.247,96.2,N,16.99,1.222,0.187,2.4629,2461000.5
" 66253 (1999 GT3)",APO,0.8378,1.334,19.50,157.32,261.15,139.26,563,0.195,75.7,N,18.40,,,,2461000.5
" 66272 (1999 JW6)",AMO,0.1433,1.508,51.31,66.38,68.43,196.33,676,0.409,159,N,17.22,0.808,0.400,502.,2461000.5
" 66391 Moshup (1999 KW4)",ATE,0.6884,0.6424,38.88,244.90,192.65,342.60,188,0.0119,4.61,Y,16.64,1.317,,2.7645,2461000.5
" 66400 (1999 LT7)",ATE,0.5725,0.8554,9.06,79.79,341.42,25.62,289,0.0589,22.9,N,19.27,0.411,0.182,,2461000.5
" 66407 (1999 LQ28)",AMO,0.1201,1.199,21.77,94.98,320.58,268.04,479,0.0955,37.2,N,18.84,,,,2461000.5
" 66959 (1999 XO35)",AMO,0.5654,2.538,20.62,81.89,293.48,169.65,1.48e+03,0.276,107,N,16.94,,,,2461000.5
" 67367 (2000 LY27)",AMO,0.2126,1.309,9.02,264.51,184.84,152.34,547,0.0466,18.1,Y,17.08,,,,2461000.5
" 67381 (2000 OL8)",APO,0.5429,1.321,10.67,294.83,266.94,297.85,554,0.0183,7.13,Y,19.80,,,,2461000.5
" 67399 (2000 PJ6)",APO,0.3461,1.301,14.69,332.84,225.34,111.88,542,0.0519,20.2,N,18.41,,,,2461000.5
" 68031 (2000 YK29)",AMO,0.1285,1.376,15.17,123.62,31.92,99.97,590,0.229,89.1,N,18.13,,,2.55,2461000.5
" 68063 (2000 YJ66)",AMO,0.4577,2.334,5.72,308.81,50.42,58.75,1.3e+03,0.274,106,N,15.56,2.301,0.211,3.1592,2461000.5
" 68216 (2001 CV26)",APO,0.3267,1.32,17.99,18.13,48.76,201.77,554,0.0242,9.42,Y,16.57,0.994,0.449,2.429,2461000.5
" 68267 (2001 EA16)",APO,0.4273,1.51,38.82,8.00,317.42,15.80,678,0.059,22.9,N,16.99,0.875,0.401,3.5,2461000.5
" 68278 (2001 FC7)",AMO,0.1143,1.436,2.62,99.04,234.53,337.19,628,0.263,102,N,18.47,0.942,0.087,3.4523,2461000.5
" 68346 (2001 KZ66)",APO,0.4165,1.507,16.70,219.37,140.28,346.82,676,0.0385,15,Y,16.92,0.736,0.291,4.987,2461000.5
" 68347 (2001 KB67)",ATE,0.3799,0.9617,17.13,245.85,243.82,50.46,344,0.0157,6.1,Y,19.92,,,6.354,2461000.5
" 68348 (2001 LO7)",APO,0.8409,2.155,25.36,236.23,181.67,177.38,1.16e+03,0.386,150,N,14.27,3.512,0.299,3.3313,2461000.5
" 68350 (2001 MK3)",AMO,0.2475,1.67,29.57,128.83,328.58,311.25,788,0.302,117,N,16.14,1.794,0.219,3.21082,2461000.5
" 68359 (2001 OZ13)",AMO,0.1742,1.517,9.86,99.19,29.24,183.79,683,0.279,108,N,18.07,,,18.07,2461000.5
" 68372 (2001 PM9)",APO,0.4156,1.618,8.11,252.96,322.34,349.45,752,0.00522,2.03,Y,18.95,,,,2461000.5
" 68548 (2001 XR31)",APO,0.4367,1.707,22.71,302.02,24.70,3.28,815,0.0265,10.3,Y,16.56,1.182,0.289,,2461000.5
" 68950 (2002 QF15)",APO,0.3443,1.057,25.15,236.20,255.57,57.35,397,0.00477,1.86,Y,16.39,1.650,0.178,45.24,2461000.5
" 69230 Hermes (1937 UB)",APO,0.6239,1.655,6.07,34.05,92.91,104.56,778,0.00491,1.91,Y,17.68,,,13.894,2461000.5
" 85182 (1991 AQ)",APO,0.7776,2.22,3.12,339.38,243.25,178.50,1.21e+03,0.016,6.22,Y,17.13,1.1,0.242,,2461000.5
" 85184 (1991 JG1)",AMO,0.1845,1.374,33.88,226.38,322.77,185.25,588,0.145,56.3,N,18.41,,,24.19,2461000.5
" 85236 (1993 KH)",APO,0.3111,1.234,12.81,54.36,293.83,180.29,501,0.000641,0.249,Y,18.75,,,5.057,2461000.5
" 85275 (1994 LY)",AMO,0.4419,1.891,17.71,141.13,202.86,359.57,950,0.0637,24.8,N,16.49,2.506,0.093,2.6967,2461000.5
" 85490 (1997 SE5)",AMO,0.6599,3.765,2.58,247.54,94.21,329.71,2.67e+03,0.276,107,N,14.80,,,9.0583,2461000.5
" 85585 Mjolnir (1998 FG2)",APO,0.3563,1.298,4.08,2.30,95.45,304.23,540,0.0211,8.21,Y,21.64,,,11.6,2461000.5
" 85628 (1998 KV2)",AMO,0.3316,1.592,13.03,66.73,50.60,338.19,734,0.143,55.7,N,17.28,0.775,0.461,2.8228,2461000.5
" 85640 (1998 OX4)",APO,0.4857,1.58,4.52,299.56,117.32,213.71,726,0.000709,0.276,Y,21.14,,,,2461000.5
" 85709 (1998 SG36)",AMO,0.3376,1.646,24.83,186.55,29.83,88.68,771,0.122,47.6,N,15.92,2.230,0.141,3.573,2461000.5
" 85713 (1998 SS49)",APO,0.6388,1.923,10.79,40.95,103.13,27.39,974,0.00504,1.96,Y,15.77,3.484,0.076,2.258,2461000.5
" 85770 (1998 UP1)",ATE,0.3452,0.9976,33.18,18.32,234.23,152.70,364,0.0836,32.5,N,20.72,,,,2461000.5
" 85774 (1998 UT18)",APO,0.3289,1.403,13.59,64.62,50.16,55.93,607,0.0358,13.9,Y,19.09,0.939,0.042,55.,2461000.5
" 85804 (1998 WQ5)",AMO,0.3544,1.721,27.66,285.68,269.84,245.90,825,0.371,144,N,15.35,2.272,0.167,2.6761,2461000.5
" 85818 (1998 XM4)",APO,0.4160,1.657,62.72,235.64,301.22,131.40,779,0.108,42.1,N,15.42,2.028,0.168,19.451,2461000.5
" 85839 (1998 YO4)",AMO,0.2481,1.653,9.32,28.50,199.69,97.04,777,0.239,93,N,16.58,1.140,0.405,2.45,2461000.5
" 85867 (1999 BY9)",AMO,0.3022,1.83,0.95,254.12,287.84,263.15,904,0.279,109,N,18.30,,,700.,2461000.5
" 85938 (1999 DJ4)",APO,0.4845,1.852,9.14,19.87,197.78,198.35,921,0.0253,9.84,Y,18.73,,,2.5141,2461000.5
" 85953 (1999 FK21)",ATE,0.7030,0.7389,12.60,180.43,172.43,258.98,232,0.0706,27.5,N,18.09,0.59,0.32,28.08,2461000.5
" 85989 (1999 JD6)",ATE,0.6329,0.8831,17.07,130.14,309.26,93.50,303,0.0483,18.8,Y,17.07,1.462,0.056,7.6638,2461000.5
" 85990 (1999 JV6)",APO,0.3115,1.009,5.36,124.20,235.71,341.16,370,0.0313,12.2,Y,20.27,0.451,0.095,6.538,2461000.5
" 86039 (1999 NC43)",APO,0.5789,1.76,7.13,311.62,120.82,26.21,853,0.025,9.74,Y,15.95,2.22,0.14,122.2,2461000.5
" 86067 (1999 RM28)",AMO,0.3234,1.817,30.55,136.03,301.89,193.92,895,0.364,142,N,16.45,1.245,0.314,9.196,2461000.5
" 86324 (1999 WA2)",AMO,0.4345,1.966,34.61,293.64,75.31,203.78,1.01e+03,0.341,133,N,15.83,2.102,0.191,7.161,2461000.5
" 86326 (1999 WK13)",AMO,0.3627,1.844,34.31,78.44,312.59,147.42,915,0.279,109,N,17.35,1.348,0.098,6.36,2461000.5
